id,title,link,content,gold_label
391,پاکستانی طلبا کے عالمی نیوکلیئر اولمپیاڈ میں اعزازات,https://jang.com.pk/news/1378483,پاکستانی طلبا نے پہلے بین الاقوامی نیوکلیئر سائنس اولمپیاڈ میں چاندی اور کانسی کے تمغے جیت لیے، سلیمان نعمان اور سبحان کاشف نے سلور میڈل حاصل کیا۔ ترجمان پاکستان اٹامک انرجی کمیشن کے مطابق احبان اعوان اور قاسم سلام نے کانسی کے تمغے جیتے۔ پہلا نیوکلیئر سائنس اولمپیاڈ فلپائن میں منعقد ہوا، طلبا ٹیم کی تربیت پاکستان اٹامک انرجی کمیشن کی یونیورسٹی میں ہوئی۔ واضح رہے کہ کامیاب طلبا کا تعلق کراچی، لاہور اور راولپنڈی سے ہے۔,science-technology
76,ملک میں آج ڈالر کی قیمت کیا رہی؟,https://urdu.geo.tv/latest/387502-,کراچی: ملکی تبادلہ منڈیوں میں ڈالر کی قیمت میں اضافہ ہوگیا۔ اسٹیٹ بینک آف پاکستان کے مطابق انٹربینک میں آج کاروبار کے  اختتام پر ڈالر 278 روپے 4 پیسے  پر بند ہوا۔ انٹربینک میں گزشتہ روز ڈالر 277 روپے 95 پیسے پر بند ہوا تھا۔ آج  انٹربینک میں ڈالر 9 پیسے مہنگا ہوا۔ دوسری جانب اوپن مارکیٹ میں ڈالر 11 پیسے مہنگا ہوکر 278 روپے 99 پیسے پر بند ہوا۔ 10گرام سونے کا بھاؤ 686 روپے اضافے سے 235168 روپے ہے۔ 100 انڈیکس 96 ہزار 711 پوائنٹس کی سطح پر ٹریڈ کرتا دیکھا گیا,business
280,امریکی سینیٹ: اسرائیل کو اسلحے کی فروخت روکنے سے متعلق 3 بل مسترد,https://urdu.geo.tv/latest/387551-,واشنگٹن: امریکی سینیٹ نے اسرائیل کو غزہ جنگ کے دوران اسلحے کی فروخت روکنے سے متعلق 3 بل مستردکردیے۔ غیر ملکی میڈیا کے مطابق امریکی سینیٹ نے غزہ جنگ کے دوران اسرائیل کو اسلحہ فروخت کرنے سے روکنے سے متعلق 3 قراردادیں کثرت رائے سے مسترد کردیں۔ امریکی سینیٹ میں ٹینک کےگولوں کی فروخت روکنے کا بل 18 کےمقابلےمیں 79 ووٹوں سے اور مارٹرگولوں کی فروخت روکنےکا بل 19 کےمقابلے میں 78 ووٹوں سے مستردکیاگیا۔ رپورٹ کے مطابق  سینیٹ نے اسرائیل کواسمارٹ بم کٹس کی فراہمی روکنےکابل 17 کے مقابلےمیں 80 ووٹوں سےمسترد کیا۔ خیال رہے کہ غزہ جنگ کے دوران اسرائیل کو اسلحے کی فروخت روکنے سے متعلق قرارداد سینیٹر برنی سینڈرز کی جانب سے  پیش کی گئی تھی۔ گزشتہ روز ہی امریکا نے  اقوام متحدہ کی سلامتی کونسل میں غزہ جنگ بندی کی قرارداد کو  ویٹو کردیا تھا۔ غزہ میں جنگ شروع ہونے کے بعد سے سلامتی کونسل میں جنگ بندی کی قرارداد 11 بار پیش کی جاچکی ہے۔ غزہ میں اوسطاً ہر 30 منٹ بعد ایک بچہ شہید ہوا اور اقوام متحدہ نے غزہ کو ہزاروں بچوں کا قبرستان بھی قرار دیا ہے,international
34,"""استحکام پاکستان پارٹی کیا پی ٹی آئی پارٹ 2 ہے""",https://www.dawnnews.tv/news/1206202/,,entertainment
63,پاکستان کی سعودی عرب سے درآمدات میں کمی، ایران پر انحصار مزید بڑھ گیا,https://urdu.geo.tv/latest/387804-,اسلام آباد: رواں مالی سال کے دوران پاکستان کی سعودی عرب سے درآمدات میں کمی دیکھنے میں آئی اور پاکستان کا ایران سے درآمدات پر انحصار مزید بڑھ گیا ہے۔ رپورٹ کے مطابق جولائی تا اکتوبر سعودی عرب سے سالانہ بنیاد پر درآمدات میں10فیصد کمی ریکارڈ کی گئی جب کہ  ایران سے درآمدات میں 30 فیصد اضافہ ہوا۔ حکومتی ذرائع کے مطا بق اکتوبر میں سعودی عرب سے سالانہ بنیاد پردرآمدات میں69 فیصدکی بڑی کمی ہوئی، جولائی تااکتوبر 2024 میں سعودی عرب سے سالانہ بنیاد پر درآمدات میں10 فیصد کمی ریکارڈ کی گئی۔ جولائی تااکتوبر2024 میں ایران سے سالانہ بنیاد پر درآمدات میں 30فیصد اضافہ ہوا، اکتوبر2024 میں ایران سے سالانہ بنیادپر درآمدات میں 10فیصدکااضافہ ہوا۔,business
114,غزہ اسرائیل کی رہائشی علاقے پر بمباری سے مزید 5  فلسطینی شہید ہوگئے,https://urdu.samaa.tv/2087325042,عالمی فوجداری عدالت سے نیتن یاہو کے وارنٹ گرفتاری جاری ہونے کے باوجود اسرائیلی فوج جنگی جرائم سے باز نہ آئی۔ غزہ میں صہیونی فورسزکی جانب سے رہائشی علاقے پر بمباری کے نتیجے میں پانچ فلسطینی شہیدہوگئے۔المواصی میں پناہ گزین کیمپ پر بم برسائے گئے۔ ماں بیٹی سمیت چار فلسطین شہید ہوئے۔ دوسری جانب امریکی سینیٹ نےاسرائیل کو ہتھیاروں کی فروخت روکنے کی تین قرار دادیں مسترد کردی۔ امریکی سینیٹر برنی سینڈرز نے نیتن یاہو کے وارنٹ گرفتاری کا خیر مقدم کیا،ترکیہ،کینیڈا اور اٹلی نے فیصلے پر عمل درآمد کے عزم کا اظہار کردیا۔,international
513,ٹی20 میں حارث رؤف کے نام اعزاز؛ مشترکہ کامیاب ترین بالر بن گئے,https://www.express.pk/story/2733515/haris-rauf-becomes-pakistans-joint-highest-wicket-taker-in-t20is/,دورہ آسٹریلیا کے لیڈنگ وکٹ ٹیکر حارث رؤف نے ٹی20 انٹرنیشنل کرکٹ میں پاکستان کے مشترکہ کامیاب ترین بولر بن گئے۔ سڈنی میں کھیلے گئے دوسرے ٹی20 میچ میں فاسٹ بولر حارث رؤف نے 4 اوورز میں 22 رنز دے کر 4 شکار کیے، اس کارکردگی کے بعد وکٹوں کی تعداد بھی شاداب خان کی طرح 107 ہوگئی ہے۔ جس کے بعد لیگ اسپنر شاداب خان اور حارث اب مشترکہ طور پر پاکستان کے کامیاب ترین بولر بن گئے ہیں۔ فاسٹ بولر حارث رؤف نے 72 جبکہ شاداب نے 96 اننگز میں 107 وکٹیں اڑائیں، شاہد آفریدی 96 اننگز میں 97 شکار کرکے تیسرے نمبر پر رہے جبکہ انکے داماد شاہین آفریدی 72 اننگز میں 96 وکٹیں لے چکے ہیں۔ مزید پڑھیں:آسٹریلیا نے پاکستان کو دوسرے ٹی 20 میچ میں شکست دے کر سیریز نام کرلی حارث نے آسٹریلیا میں کسی بھی غیر ملکی بولر کی بہترین کارکردگی کا نیا ریکارڈ بھی قائم کردیا، اس سے قبل سری لنکا کے نوان کولاسیکیرا نے 2017 میں گیلگونگ میں 31 رنز دے کر 4 وکٹیں لی تھیں۔,sports
408,عرفی جاوید کے نئے لباس پر مداح حیران، ویڈیو انٹرنیٹ پر وائرل,https://www.express.pk/story/2733236/fans-are-surprised-by-arfi-javeds-new-outfit-the-video-has-gone-viral-on-the-internet/,بھارتی ماڈل و اداکار عرفی جاوید کے نئے انداز نے مداحوں کے دل جیت لیے ہیں اور انکی ویڈیو سوشل میڈیا کی زینت بنی ہوئی ہے۔ بھارتی ماڈل و اداکارہ عرفی جاوید اپنے انوکھے فیشن سینس کی وجہ سے بھارت سمیت پڑوسی ممالک میں بھی مشہور ہیں، انہوں نے روز مرہ استعمال کی چیزوں سے مختلف اور انوکھے لباس تیار کروا کر پہنے جو خوب وائرل ہوئے۔ تاہم اس مرتبہ عرفی نے باربی کا روپ دھار لیا ہے جو مداحوں کی جانب سے بےحد پسند کیا جارہا ہے۔ A post shared by Viral Bhayani (@viralbhayani) وائرل ہونے والی نئی ویڈیو میں دیکھا جا سکتا ہے کہ عرفی نے سنڈریلا کے جیسا گھریلو لباس پہنا ہے جوکہ پہلے ایک غریب لڑکی کے کپڑوں میں تھی اور جیسے ہی عرفی گھومتی ہیں ان کا ڈریس سنڈریلا کے خوبصورت ڈریس میں تبدیل ہوجاتا ہے اور وہ شہزادی سنڈریلا ’باربی‘ بن جاتی ہیں۔ مداحوں کی جانب سے بھارتی ماڈل کے اس ٹرانسفارمیشن کو بےحد پسند کیا جارہا ہے اور سوشل میڈیا پر عرفی کے ناقدین بھی ان کی تعریف کرنے پر مجبور ہوگئے ہیں۔ صارفین کا کہنا ہے کہ آج عرفی نے واقعی حیران کردیا کیونکہ انہیں لگا تھا عرفی ہمیشہ کی طرح کسی انوکھے لباس میں نظر آئیں گی مگر اس مرتبہ انہوں نے سب کے دل جیت لیے۔ عرفی جاوید کے مداحوں کا کہنا ہے کہ وہ اس خوبصورت لباس میں حقیقیت کی باربی لگ رہی ہیں اور انکا فیشن سینس کمال ہے۔,entertainment
435,غزہ جنگ بندی، سلامتی کونسل کی قرارداد امریکا نے ویٹو کیوں کی؟,https://jang.com.pk/news/1413234,امریکی محکمۂ خارجہ غزہ میں جنگ بندی سے متعلق سلامتی کونسل کی قرارداد کو مسلسل چوتھی بار ویٹو کرنے کے بعد اپنے فیصلے کے دفاع میں سامنے آ گیا۔ غیر ملکی میڈیا کی رپورٹس کے مطابق امریکی محکمۂ خارجہ نے اپنے فیصلے کے دفاع میں مؤقف اختیار کیا کہ اس قرارداد میں یرغمالیوں کی فوری رہائی کا مطالبہ شامل ہونا چاہیے۔ اقوامِ متحدہ میں امریکا کے نائب سفیر رابرٹ ووڈ نے مؤقف اختیار کیا کہ واشنگٹن صرف اس قرارداد کی حمایت کرے گا جس میں جنگ بندی کے طور پر یرغمالیوں کی فوری رہائی کا مطالبہ بھی شامل ہو۔ غزہ میں غیر مشروط جنگ بندی کے حق میں 14 اور مخالفت میں ایک ووٹ آیا۔ خیال رہے کہ غزہ میں جنگ بندی سے متعلق قرارداد سلامتی کونسل کے 10 غیر مستقل اراکان کی جانب سے پیش کی گئی تھی، جس میں غزہ میں فوری، غیر مشروط اور مستقل جنگ بندی کا مطالبہ کیا گیا تھا، جبکہ یرغمالیوں کی رہائی کا مطالبہ بھی الگ سے شامل تھا۔ عرب میڈیا کی رپورٹ کے مطابق غزہ میں جنگ بندی سے متعلق سلامتی کونسل کی اس قرارداد پر اقوامِ متحدہ کی 15 رکنی سلامتی کونسل نے ووٹ دیا تھا۔ غزہ میں غیر مشروط جنگ بندی کے حق میں 14 اور مخالفت میں ایک ووٹ آیا، امریکا نے مستقل رکن کی حیثیت سے قرارداد کی مخالفت کی اور مسلسل چوتھی بار قرارداد کو ویٹو کر دیا۔ غزہ پر اسرائیلی جارحیت میں میں امریکہ 'براہ راست ساتھی' ہے، حماس یاد رہے کہ امریکا پہلے بھی 3 بار غزہ جنگ بندی کی قراردادوں کو ویٹو کر چکا ہے، جس پر سلامتی کونسل کے اراکین کی جانب سے امریکا کو شدید تنقید کا نشانہ بنایا گیا ہے۔ خیال رہے کہ غزہ جنگ شروع ہونے کے بعد سے سلامتی کونسل میں جنگ بندی کی قرارداد 11 بار پیش کی جا چکی ہے۔,international
173,سندھ: رواں برس اکتوبر میں 22 فیصد اضافی ٹیکس وصولیاں,https://jang.com.pk/news/1409367,سندھ کے ٹیکس کلیکشن اداروں کے اعداد و شمار جاری کر دیے گئے۔ وزیرِ اعلیٰ سندھ کے ترجمان کا کہنا ہے کہ اس سال  اکتوبر میں گزشتہ اکتوبر کے مقابلے میں 22 فیصد اضافی ٹیکس وصولیاں ہوئیں۔ انہوں نے بتایا کہ گزشتہ سال اکتوبر میں 17413 ملین روپے ٹیکس کلیکشن کی گئی تھی جبکہ رواں برس اکتوبر میں 21159 ملین روپے ٹیکس کلیکشن کی گئی۔ کراچی سندھ ریونیو بورڈ  نے 24-2023 کے ابتدائی 9ماہ کے... ترجمان نے بتایا ہے کہ مجموعی طور پر 25-2024ء میں 83863 ملین روپے کی ٹیکس وصولیاں کی گئیں۔ ان کا مزید کہنا ہے کہ اس سال مجموعی طور پر اب تک ٹیکس وصولیوں میں 20 فیصد  اضافہ ہوا ہے۔ ترجمان نے یہ بھی کہا ہے کہ یہ تاثر غلط ہے کہ سندھ ریونیو بورڈ نے ٹیکس اہداف حاصل نہیں کیے۔,business
